ASE,compare,final,Freq,isoform_compare,feature_type,mean_delta_psi_mean,medianp,uncertainty,alternative_transcripts,total_transcripts,classification
ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:-,M8/D6,non-DAS,3,ENSG00000137074.20;SE:chr9:32987731-32988083:32988124-32989759:- M8/D6,non-DAS,-0.189056257,0.367580949,-20.50815422,"ENST00000672846.1,ENST00000672615.1,ENST00000673171.1,ENST00000465003.6,ENST00000673487.1,ENST00000672535.1,ENST00000464632.6","ENST00000673487.1,ENST00000465003.6,ENST00000672615.1,ENST00000672846.1,ENST00000673171.1,ENST00000464632.6,ENST00000309615.8,ENST00000672535.1,ENST00000436040.7,ENST00000672244.1,ENST00000476858.6",Medium Confidence
ENSG00000137074.20;SE:chr9:32987846-32988083:32988124-32989759:-,D5/D6,non-DAS,2,ENSG00000137074.20;SE:chr9:32987846-32988083:32988124-32989759:- D5/D6,non-DAS,-0.075663231,0.429956015,-16.65728926,"ENST00000672519.1,ENST00000673416.1,ENST00000467331.6,ENST00000482687.6,ENST00000460940.6","ENST00000672519.1,ENST00000482687.6,ENST00000460940.6,ENST00000467331.6,ENST00000480031.6,ENST00000472896.6,ENST00000673416.1",Low Confidence
ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:-,D5/D6,non-DAS,3,ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:- D5/D6,non-DAS,0.005063823,1,164.3082909,"ENST00000673416.1,ENST00000465003.6,ENST00000479656.6,ENST00000379819.6,ENST00000460945.6","ENST00000479656.6,ENST00000379819.6,ENST00000397172.8,ENST00000460945.6,ENST00000465003.6,ENST00000478279.6,ENST00000672846.1,ENST00000672286.1,ENST00000379825.7,ENST00000474658.7,ENST00000379813.7,ENST00000464632.6,ENST00000480031.6,ENST00000494973.1,ENST00000673416.1,ENST00000379817.7,ENST00000672535.1,ENST00000672244.1,ENST00000476858.6,ENST00000672553.1",Medium Confidence
ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:-,F7/D6,non-DAS,2,ENSG00000137074.20;SE:chr9:32989895-32997243:32997348-33001567:- F7/D6,non-DAS,-0.017825519,0.694534037,-102.1563871,"ENST00000673416.1,ENST00000465003.6,ENST00000479656.6,ENST00000379819.6,ENST00000460945.6","ENST00000479656.6,ENST00000379819.6,ENST00000397172.8,ENST00000460945.6,ENST00000465003.6,ENST00000478279.6,ENST00000672846.1,ENST00000672286.1,ENST00000379825.7,ENST00000474658.7,ENST00000379813.7,ENST00000464632.6,ENST00000480031.6,ENST00000494973.1,ENST00000673416.1,ENST00000379817.7,ENST00000672535.1,ENST00000672244.1,ENST00000476858.6,ENST00000672553.1",Low Confidence
ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+,D5/D6,non-DAS,2,ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+ D5/D6,non-DAS,-0.00596628,1,-63.65744397,"ENST00000425468.6,ENST00000252207.10,ENST00000647743.1","ENST00000425468.6,ENST00000647743.1,ENST00000252207.10,ENST00000531981.5,ENST00000531979.5",Low Confidence
ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+,F7/D6,non-DAS,3,ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+ F7/D6,non-DAS,0.052001157,0.352147852,15.04924364,"ENST00000425468.6,ENST00000252207.10,ENST00000647743.1","ENST00000425468.6,ENST00000647743.1,ENST00000252207.10,ENST00000531981.5,ENST00000531979.5",Medium Confidence
ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+,M8/D6,non-DAS,3,ENSG00000137185.13;A5:chr6:28225366-28227012:28225330-28227012:+ M8/D6,non-DAS,-0.001732342,1,-166.5089538,"ENST00000425468.6,ENST00000252207.10,ENST00000647743.1","ENST00000425468.6,ENST00000647743.1,ENST00000252207.10,ENST00000531981.5,ENST00000531979.5",Medium Confidence
ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+,D5/D6,non-DAS,3,ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+ D5/D6,non-DAS,-0.015399904,0.659340659,-33.91840943,ENST00000531979.5,"ENST00000527436.5,ENST00000531979.5",Medium Confidence
ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+,F7/D6,non-DAS,3,ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+ F7/D6,non-DAS,-0.052732893,0.516983017,-30.46562811,ENST00000531979.5,"ENST00000527436.5,ENST00000531979.5",Medium Confidence
ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+,M8/D6,non-DAS,3,ENSG00000137185.13;AF:chr6:28225292:28225330-28227012:28225339:28225366-28227012:+ M8/D6,non-DAS,-0.012277354,0.412087912,-71.99818594,ENST00000531979.5,"ENST00000527436.5,ENST00000531979.5",Medium Confidence
ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+,D5/D6,non-DAS,2,ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+ D5/D6,non-DAS,0.065648699,0.870629371,1.731370593,ENST00000454762.1,"ENST00000372452.5,ENST00000483640.5,ENST00000454762.1,ENST00000259751.5",Low Confidence
ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+,M8/D6,non-DAS,2,ENSG00000137221.14;RI:chr6:43503623:43503706-43504761:43506553:+ M8/D6,non-DAS,0.038052471,1,11.46235308,ENST00000454762.1,"ENST00000372452.5,ENST00000483640.5,ENST00000454762.1,ENST00000259751.5",Low Confidence
ENSG00000137274.13;SE:chr6:3118847-3119285:3119512-3123657:+,D5/D6,non-DAS,2,ENSG00000137274.13;SE:chr6:3118847-3119285:3119512-3123657:+ D5/D6,non-DAS,0.032866398,1,16.92213063,"ENST00000424847.6,ENST00000430655.6,ENST00000380368.6","ENST00000424847.6,ENST00000479273.1,ENST00000490918.5,ENST00000380368.6,ENST00000430655.6,ENST00000380379.10,ENST00000433912.5",Low Confidence
ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+,D5/D6,non-DAS,3,ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+ D5/D6,non-DAS,-0.013867949,0.376623377,-51.2252978,"ENST00000706784.1,ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000376255.4,ENST00000706785.1,ENST00000706784.1,ENST00000706786.1,ENST00000376257.8",Medium Confidence
ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+,F7/D6,non-DAS,2,ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+ F7/D6,non-DAS,0.037849185,0.489310689,7.513131803,"ENST00000706784.1,ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000376255.4,ENST00000706785.1,ENST00000706784.1,ENST00000706786.1,ENST00000376257.8",Low Confidence
ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+,M8/D6,non-DAS,3,ENSG00000137310.13;A3:chr6:31158722-31158897:31158722-31159143:+ M8/D6,non-DAS,0.043362788,1,13.42306727,"ENST00000706784.1,ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000376255.4,ENST00000706785.1,ENST00000706784.1,ENST00000706786.1,ENST00000376257.8",Medium Confidence
ENSG00000137310.13;RI:chr6:31158897:31159035-31159143:31159707:+,M8/D6,non-DAS,2,ENSG00000137310.13;RI:chr6:31158897:31159035-31159143:31159707:+ M8/D6,non-DAS,0.044390811,0.34015984,37.07450416,"ENST00000706785.1,ENST00000706786.1,ENST00000376257.8","ENST00000542218.2,ENST00000706785.1,ENST00000706778.1,ENST00000706786.1,ENST00000376257.8",Low Confidence
ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+,F7/D6,non-DAS,2,ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+ F7/D6,non-DAS,-0.00505183,1,-201.4285551,"ENST00000542218.2,ENST00000706778.1","ENST00000542218.2,ENST00000376255.4,ENST00000706778.1",Low Confidence
ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+,M8/D6,non-DAS,2,ENSG00000137310.13;SE:chr6:31158722-31158897:31159035-31159143:+ M8/D6,non-DAS,-0.014962883,0.342907093,-12.3614613,"ENST00000542218.2,ENST00000706778.1","ENST00000542218.2,ENST00000376255.4,ENST00000706778.1",Low Confidence
ENSG00000137404.15;A5:chr6:30689452-30690025:30689452-30690047:-,M8/D6,non-DAS,3,ENSG00000137404.15;A5:chr6:30689452-30690025:30689452-30690047:- M8/D6,non-DAS,0.040798239,1,4.678933201,ENST00000470733.1,"ENST00000470733.1,ENST00000259953.8,ENST00000376421.7,ENST00000444096.5",Medium Confidence
ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:-,F7/D6,non-DAS,3,ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:- F7/D6,non-DAS,-0.085831802,1,-41.13712519,"ENST00000695043.1,ENST00000695044.1,ENST00000695045.1,ENST00000695046.1,ENST00000695047.1,ENST00000695052.1,ENST00000695054.1,ENST00000695051.1,ENST00000695048.1,ENST00000695049.1,ENST00000695056.1,ENST00000373627.10,ENST00000695058.1,ENST00000695060.1,ENST00000695059.1,ENST00000695064.1,ENST00000695063.1,ENST00000695065.1,ENST00000695069.1,ENST00000695068.1,ENST00000695066.1,ENST00000695071.1,ENST00000695072.1,ENST00000695073.1,ENST00000695076.1","ENST00000695069.1,ENST00000695043.1,ENST00000695060.1,ENST00000695068.1,ENST00000695073.1,ENST00000695044.1,ENST00000695051.1,ENST00000695046.1,ENST00000695067.1,ENST00000418541.6,ENST00000695076.1,ENST00000695056.1,ENST00000695063.1,ENST00000695045.1,ENST00000695059.1,ENST00000695072.1,ENST00000695052.1,ENST00000695075.1,ENST00000695047.1,ENST00000695064.1,ENST00000695071.1,ENST00000695062.1,ENST00000695054.1,ENST00000695074.1,ENST00000373627.10,ENST00000373616.9,ENST00000695066.1,ENST00000695058.1,ENST00000460219.3,ENST00000695070.1,ENST00000695048.1,ENST00000695065.1,ENST00000695049.1,ENST00000695053.1",Medium Confidence
ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:-,M8/D6,non-DAS,3,ENSG00000137409.21;A5:chr6:36970694-36972652:36970694-36972703:- M8/D6,non-DAS,-0.076892753,0.305694306,-20.97570873,"ENST00000695043.1,ENST00000695044.1,ENST00000695045.1,ENST00000695046.1,ENST00000695047.1,ENST00000695052.1,ENST00000695054.1,ENST00000695051.1,ENST00000695048.1,ENST00000695049.1,ENST00000695056.1,ENST00000373627.10,ENST00000695058.1,ENST00000695060.1,ENST00000695059.1,ENST00000695064.1,ENST00000695063.1,ENST00000695065.1,ENST00000695069.1,ENST00000695068.1,ENST00000695066.1,ENST00000695071.1,ENST00000695072.1,ENST00000695073.1,ENST00000695076.1","ENST00000695069.1,ENST00000695043.1,ENST00000695060.1,ENST00000695068.1,ENST00000695073.1,ENST00000695044.1,ENST00000695051.1,ENST00000695046.1,ENST00000695067.1,ENST00000418541.6,ENST00000695076.1,ENST00000695056.1,ENST00000695063.1,ENST00000695045.1,ENST00000695059.1,ENST00000695072.1,ENST00000695052.1,ENST00000695075.1,ENST00000695047.1,ENST00000695064.1,ENST00000695071.1,ENST00000695062.1,ENST00000695054.1,ENST00000695074.1,ENST00000373627.10,ENST00000373616.9,ENST00000695066.1,ENST00000695058.1,ENST00000460219.3,ENST00000695070.1,ENST00000695048.1,ENST00000695065.1,ENST00000695049.1,ENST00000695053.1",Medium Confidence
ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:-,D5/D6,non-DAS,3,ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:- D5/D6,non-DAS,0.007590168,1,149.9197063,ENST00000393695.8,"ENST00000545721.1,ENST00000541584.5,ENST00000620566.4,ENST00000393695.8,ENST00000358965.10",Medium Confidence
ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:-,M8/D6,non-DAS,3,ENSG00000137497.19;SE:chr11:72010854-72012401:72012442-72012895:- M8/D6,non-DAS,0.044401848,0.406593407,6.38619902,ENST00000393695.8,"ENST00000545721.1,ENST00000541584.5,ENST00000620566.4,ENST00000393695.8,ENST00000358965.10",Medium Confidence
ENSG00000137500.10;A5:chr11:83280260-83285127:83280260-83285553:-,F7/D6,non-DAS,3,ENSG00000137500.10;A5:chr11:83280260-83285127:83280260-83285553:- F7/D6,non-DAS,-0.030138754,1,-13.16319583,ENST00000529611.5,"ENST00000529611.5,ENST00000525503.5,ENST00000528149.5",Medium Confidence
ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:-,D5/D6,non-DAS,2,ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:- D5/D6,non-DAS,-0.049032742,0.927072927,-10.29337835,ENST00000529611.5,"ENST00000529611.5,ENST00000455220.6",Low Confidence
ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:-,F7/D6,non-DAS,2,ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:- F7/D6,non-DAS,0.012554589,0.86043956,84.88898001,ENST00000529611.5,"ENST00000529611.5,ENST00000455220.6",Low Confidence
ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:-,M8/D6,non-DAS,2,ENSG00000137500.10;AF:chr11:83280260-83285127:83285998:83280260-83286100:83286390:- M8/D6,non-DAS,0.028270197,0.925824176,14.35957099,ENST00000529611.5,"ENST00000529611.5,ENST00000455220.6",Low Confidence
ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:-,D5/D6,non-DAS,2,ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:- D5/D6,non-DAS,-0.021892504,0.743506494,-0.178393089,ENST00000533486.5,"ENST00000527633.6,ENST00000533486.5,ENST00000534141.5,ENST00000524635.1",Low Confidence
ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:-,F7/D6,non-DAS,2,ENSG00000137502.10;SE:chr11:82997324-83034172:83034272-83071691:- F7/D6,non-DAS,-0.018978667,0.706793207,-6.753775957,ENST00000533486.5,"ENST00000527633.6,ENST00000533486.5,ENST00000534141.5,ENST00000524635.1",Low Confidence
ENSG00000137522.18;SE:chr11:71929124-71957227:71957264-71960750:+,M8/D6,non-DAS,3,ENSG00000137522.18;SE:chr11:71929124-71957227:71957264-71960750:+ M8/D6,non-DAS,-0.050633066,1,-17.96194494,"ENST00000530058.5,ENST00000393711.7,ENST00000490867.5,ENST00000361756.8,ENST00000528683.5,ENST00000525243.5","ENST00000528683.5,ENST00000393713.7,ENST00000525243.5,ENST00000526549.5,ENST00000393711.7,ENST00000533380.5,ENST00000530137.1,ENST00000361756.8,ENST00000490867.5,ENST00000530655.5,ENST00000530058.5",Medium Confidence
ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:-,D5/D6,non-DAS,2,ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:- D5/D6,non-DAS,0.036137743,0.704795205,67.70959952,"ENST00000687054.1,ENST00000507142.6,ENST00000685677.1,ENST00000687643.1,ENST00000685111.1,ENST00000686697.1,ENST00000439128.6,ENST00000693085.1,ENST00000687219.1,ENST00000693604.1","ENST00000439128.6,ENST00000693085.1,ENST00000692450.1,ENST00000507142.6,ENST00000512193.5,ENST00000687054.1,ENST00000511633.5,ENST00000685111.1,ENST00000687643.1,ENST00000686697.1,ENST00000685677.1,ENST00000510533.5,ENST00000687219.1,ENST00000693604.1,ENST00000687528.1",Low Confidence
ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:-,F7/D6,non-DAS,2,ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:- F7/D6,non-DAS,0.009924677,0.788461538,33.96004885,"ENST00000687054.1,ENST00000507142.6,ENST00000685677.1,ENST00000687643.1,ENST00000685111.1,ENST00000686697.1,ENST00000439128.6,ENST00000693085.1,ENST00000687219.1,ENST00000693604.1","ENST00000439128.6,ENST00000693085.1,ENST00000692450.1,ENST00000507142.6,ENST00000512193.5,ENST00000687054.1,ENST00000511633.5,ENST00000685111.1,ENST00000687643.1,ENST00000686697.1,ENST00000685677.1,ENST00000510533.5,ENST00000687219.1,ENST00000693604.1,ENST00000687528.1",Low Confidence
ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:-,M8/D6,non-DAS,2,ENSG00000137601.18;SE:chr4:169537911-169555720:169555851-169555932:- M8/D6,non-DAS,-0.027016087,0.730769231,-15.40878815,"ENST00000687054.1,ENST00000507142.6,ENST00000685677.1,ENST00000687643.1,ENST00000685111.1,ENST00000686697.1,ENST00000439128.6,ENST00000693085.1,ENST00000687219.1,ENST00000693604.1","ENST00000439128.6,ENST00000693085.1,ENST00000692450.1,ENST00000507142.6,ENST00000512193.5,ENST00000687054.1,ENST00000511633.5,ENST00000685111.1,ENST00000687643.1,ENST00000686697.1,ENST00000685677.1,ENST00000510533.5,ENST00000687219.1,ENST00000693604.1,ENST00000687528.1",Low Confidence
ENSG00000137720.8;SE:chr11:111882598-111883136:111883202-111883771:+,M8/D6,non-DAS,2,ENSG00000137720.8;SE:chr11:111882598-111883136:111883202-111883771:+ M8/D6,non-DAS,-0.017746363,1,-8.135536038,"ENST00000528125.5,ENST00000260276.8,ENST00000530799.5,ENST00000529270.1","ENST00000260276.8,ENST00000530799.5,ENST00000530214.5,ENST00000528125.5,ENST00000529270.1",Low Confidence
ENSG00000137752.25;SE:chr11:105031280-105033064:105033126-105034208:-,M8/D6,non-DAS,3,ENSG00000137752.25;SE:chr11:105031280-105033064:105033126-105034208:- M8/D6,non-DAS,-0.047967872,1,-3.631668781,"ENST00000695717.1,ENST00000695721.1,ENST00000695722.1,ENST00000533400.6,ENST00000436863.7,ENST00000695718.1,ENST00000695720.1,ENST00000695715.1,ENST00000695716.1,ENST00000528974.1,ENST00000526511.6","ENST00000695718.1,ENST00000525825.6,ENST00000527979.5,ENST00000528424.1,ENST00000695720.1,ENST00000695715.1,ENST00000695716.1,ENST00000528974.1,ENST00000526511.6,ENST00000695717.1,ENST00000695721.1,ENST00000436863.7,ENST00000695719.1,ENST00000695722.1,ENST00000533400.6",Medium Confidence
ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+,D5/D6,non-DAS,3,ENSG00000137804.14;A3:chr15:41349241-41350988:41349241-41351033:+ D5/D6,non-DAS,0.066564695,1,13.4180293,"ENST00000668273.1,ENST00000450592.6,ENST00000414849.6,ENST00000559596.6,ENST00000558582.5","ENST00000260359.10,ENST00000668273.1,ENST00000450592.6,ENST00000558123.5,ENST00000559046.5,ENST00000558582.5,ENST00000414849.6,ENST00000559596.6",Medium Confidence
ENSG00000137807.16;SE:chr15:69440487-69440768:69441079-69444790:+,M8/D6,non-DAS,3,ENSG00000137807.16;SE:chr15:69440487-69440768:69441079-69444790:+ M8/D6,non-DAS,0.07411823,0.191058941,11.82070732,"ENST00000260363.9,ENST00000679126.1,ENST00000647715.1","ENST00000260363.9,ENST00000679126.1,ENST00000352331.8,ENST00000647715.1,ENST00000558585.5",Medium Confidence
ENSG00000137814.12;SE:chr15:42548965-42558198:42558290-42559339:+,D5/D6,non-DAS,2,ENSG00000137814.12;SE:chr15:42548965-42558198:42558290-42559339:+ D5/D6,non-DAS,0.04323656,0.645854146,3.467245814,"ENST00000562398.5,ENST00000260372.8,ENST00000564279.5,ENST00000570178.1","ENST00000568846.6,ENST00000568876.5,ENST00000562398.5,ENST00000564279.5,ENST00000570178.1,ENST00000391623.8,ENST00000260372.8",Low Confidence
ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:-,F7/D6,non-DAS,2,ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:- F7/D6,non-DAS,0.033775914,1,21.8755421,"ENST00000569795.6,ENST00000616176.4,ENST00000260376.11,ENST00000287196.13,ENST00000565443.5,ENST00000419739.7","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000565443.5,ENST00000419739.7,ENST00000564610.5,ENST00000260376.11,ENST00000413097.6",Low Confidence
ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:-,M8/D6,non-DAS,2,ENSG00000137817.17;A5:chr15:72259661-72260478:72259661-72260538:- M8/D6,non-DAS,0.059342815,0.784340659,2.457409434,"ENST00000569795.6,ENST00000616176.4,ENST00000260376.11,ENST00000287196.13,ENST00000565443.5,ENST00000419739.7","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000565443.5,ENST00000419739.7,ENST00000564610.5,ENST00000260376.11,ENST00000413097.6",Low Confidence
ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:-,D5/D6,non-DAS,2,ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:- D5/D6,non-DAS,-0.050678982,0.524725275,-19.6699162,"ENST00000569795.6,ENST00000616176.4,ENST00000287196.13,ENST00000567974.5,ENST00000544520.5,ENST00000419739.7,ENST00000567042.1","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000564610.5,ENST00000419739.7,ENST00000565443.5,ENST00000260376.11,ENST00000567440.5,ENST00000567042.1,ENST00000569890.1,ENST00000569972.5,ENST00000413097.6,ENST00000566831.5",Low Confidence
ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:-,F7/D6,non-DAS,2,ENSG00000137817.17;SE:chr15:72242699-72249245:72249314-72250020:- F7/D6,non-DAS,0.033993515,1,70.95641182,"ENST00000569795.6,ENST00000616176.4,ENST00000287196.13,ENST00000567974.5,ENST00000544520.5,ENST00000419739.7,ENST00000567042.1","ENST00000287196.13,ENST00000569795.6,ENST00000616176.4,ENST00000544520.5,ENST00000567974.5,ENST00000564610.5,ENST00000419739.7,ENST00000565443.5,ENST00000260376.11,ENST00000567440.5,ENST00000567042.1,ENST00000569890.1,ENST00000569972.5,ENST00000413097.6,ENST00000566831.5",Low Confidence
ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:-,D5/D6,non-DAS,2,ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:- D5/D6,non-DAS,-0.003822822,1,-177.530941,"ENST00000267807.12,ENST00000558002.5,ENST00000559352.1","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1,ENST00000560002.5,ENST00000558320.5",Low Confidence
ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:-,F7/D6,non-DAS,2,ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:- F7/D6,non-DAS,-0.02238051,0.587412587,-3.357696814,"ENST00000267807.12,ENST00000558002.5,ENST00000559352.1","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1,ENST00000560002.5,ENST00000558320.5",Low Confidence
ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:-,M8/D6,non-DAS,2,ENSG00000137871.21;A3:chr15:56707150-56707263:56707143-56707263:- M8/D6,non-DAS,-0.003594782,0.72027972,-740.9131816,"ENST00000267807.12,ENST00000558002.5,ENST00000559352.1","ENST00000267807.12,ENST00000558002.5,ENST00000559352.1,ENST00000560002.5,ENST00000558320.5",Low Confidence
ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:-,D5/D6,non-DAS,2,ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:- D5/D6,non-DAS,-0.022775121,1,-63.24293739,"ENST00000560002.5,ENST00000558320.5","ENST00000560002.5,ENST00000558320.5,ENST00000559237.5",Low Confidence
ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:-,F7/D6,non-DAS,2,ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:- F7/D6,non-DAS,0.01887701,1,6.584077044,"ENST00000560002.5,ENST00000558320.5","ENST00000560002.5,ENST00000558320.5,ENST00000559237.5",Low Confidence
ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:-,M8/D6,non-DAS,2,ENSG00000137871.21;SE:chr15:56704267-56707082:56707143-56707263:- M8/D6,non-DAS,0.044526829,0.620629371,74.56582599,"ENST00000560002.5,ENST00000558320.5","ENST00000560002.5,ENST00000558320.5,ENST00000559237.5",Low Confidence
ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:-,F7/D6,non-DAS,2,ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:- F7/D6,non-DAS,-0.000432448,1,-5205.614382,"ENST00000260508.9,ENST00000370486.1","ENST00000260508.9,ENST00000370486.1,ENST00000370491.7",Low Confidence
ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:-,M8/D6,non-DAS,3,ENSG00000137944.18;SE:chr1:88969467-88988252:88988351-88992585:- M8/D6,non-DAS,-0.037336234,1,-26.93724342,"ENST00000260508.9,ENST00000370486.1","ENST00000260508.9,ENST00000370486.1,ENST00000370491.7",Medium Confidence
ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+,D5/D6,non-DAS,2,ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+ D5/D6,non-DAS,-0.097995165,0.440559441,-10.85917164,ENST00000495254.5,"ENST00000472152.5,ENST00000495254.5",Low Confidence
ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+,M8/D6,non-DAS,2,ENSG00000137965.11;SE:chr1:78659483-78662704:78662878-78663765:+ M8/D6,non-DAS,0.011151297,1,246.7866262,ENST00000495254.5,"ENST00000472152.5,ENST00000495254.5",Low Confidence
ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+,D5/D6,non-DAS,2,ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+ D5/D6,non-DAS,-0.044731936,0.351648352,-6.341751947,"ENST00000282412.9,ENST00000345249.8","ENST00000345249.8,ENST00000282412.9,ENST00000378551.6",Low Confidence
ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+,F7/D6,non-DAS,2,ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+ F7/D6,non-DAS,-0.012869123,1,-0.590382449,"ENST00000282412.9,ENST00000345249.8","ENST00000345249.8,ENST00000282412.9,ENST00000378551.6",Low Confidence
ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+,M8/D6,non-DAS,2,ENSG00000138032.21;AL:chr2:44218537-44230413:44231472:44218537-44232316:44234646:+ M8/D6,non-DAS,0.009629241,0.815934066,12.07900743,"ENST00000282412.9,ENST00000345249.8","ENST00000345249.8,ENST00000282412.9,ENST00000378551.6",Low Confidence
ENSG00000138050.15;SE:chr2:39755960-39757248:39757368-39761331:-,D5/D6,non-DAS,2,ENSG00000138050.15;SE:chr2:39755960-39757248:39757368-39761331:- D5/D6,non-DAS,0.086875764,0.553946054,24.32361698,"ENST00000460072.5,ENST00000378727.8","ENST00000460072.5,ENST00000378727.8,ENST00000505747.6,ENST00000530522.1",Low Confidence
ENSG00000138050.15;SE:chr2:39755960-39757248:39757368-39761331:-,F7/D6,non-DAS,2,ENSG00000138050.15;SE:chr2:39755960-39757248:39757368-39761331:- F7/D6,non-DAS,0.083269492,0.10989011,18.63123539,"ENST00000460072.5,ENST00000378727.8","ENST00000460072.5,ENST00000378727.8,ENST00000505747.6,ENST00000530522.1",Low Confidence
